,identifier,time,returns,position,captured_returns,daily_vol,captured_returns_0_5_bps,captured_returns_1_0_bps,captured_returns_1_5_bps,captured_returns_2_0_bps,captured_returns_2_5_bps,captured_returns_3_0_bps
0,ADM,2021-01-04,0.0805314359307576,0.24058445,0.01937461105843218,0.01521481418284,0.01937461105843218,0.01937461105843218,0.01937461105843218,0.01937461105843218,0.01937461105843218,0.01937461105843218
1,ADM,2021-01-05,0.1664570719508289,-1.0,-0.1664570719508289,0.0153341305771657,-0.16649535338191496,-0.16653363481300099,-0.16657191624408704,-0.1666101976751731,-0.16664847910625916,-0.16668676053734519
2,ADM,2021-01-06,-0.0336412152084919,-1.0,0.0336412152084919,0.0166368170276399,0.03363880268523408,0.03363639016197626,0.03363397763871844,0.03363156511546063,0.03362915259220281,0.03362674006894499
3,ADM,2021-01-07,0.0101987210410451,0.5424562,0.005532359559300695,0.0164930962944906,0.005488422347230344,0.005444485135159993,0.005400547923089643,0.005356610711019292,0.005312673498948942,0.005268736286878591
4,ADM,2021-01-08,-0.0391535112761572,0.9983234,-0.039087865753164176,0.0162205996980587,-0.039101404793906086,-0.039114943834647996,-0.03912848287538991,-0.03914202191613182,-0.03915556095687373,-0.03916909999761564
5,ADM,2021-01-11,-0.0480980171060736,0.8630319,-0.04151012423262058,0.0161070216795741,-0.04151388759786691,-0.04151765096311324,-0.04152141432835957,-0.0415251776936059,-0.04152894105885223,-0.04153270442409856
6,ADM,2021-01-12,0.0282619669223707,0.8868937,0.02506536012005064,0.0160448606991066,0.025064559412641827,0.025063758705233013,0.0250629579978242,0.025062157290415384,0.02506135658300657,0.025060555875597756
7,ADM,2021-01-13,0.0846422115498373,-0.9999985,-0.08464208542311348,0.0158134724977962,-0.08469807755458786,-0.08475406968606224,-0.08481006181753661,-0.08486605394901099,-0.08492204608048537,-0.08497803821195975
8,ADM,2021-01-14,-0.0500622492781698,-1.0,0.0500622492781698,0.0159461139607942,0.050062000804487874,0.050061752330805946,0.05006150385712402,0.05006125538344209,0.05006100690976016,0.05006075843607823
9,ADM,2021-01-15,0.0682632267645891,0.90235716,0.06159781150707076,0.0159105401103186,0.061541388197909365,0.06148496488874797,0.06142854157958657,0.06137211827042517,0.061315694961263774,0.061259271652102376
10,ADM,2021-01-19,0.0298600195575019,-1.0,-0.0298600195575019,0.0158918739618434,-0.029916543989840706,-0.029973068422179516,-0.03002959285451832,-0.030086117286857127,-0.030142641719195933,-0.030199166151534743
11,ADM,2021-01-20,-0.053392648071779,-1.0,0.053392648071779,0.0156575149687804,0.053392203087481424,0.05339175810318385,0.05339131311888627,0.05339086813458869,0.05339042315029111,0.053389978165993536
12,ADM,2021-01-21,0.002286628483213,0.95211786,0.002177139818777195,0.0156557440786648,0.002118232646169717,0.002059325473562239,0.002000418300954761,0.0019415111283472828,0.0018826039557398048,0.0018236967831323269
13,ADM,2021-01-22,0.0209109724595131,0.9968248,0.020844575960005034,0.0153989414198396,0.02084272514010034,0.020840874320195647,0.02083902350029095,0.020837172680386255,0.02083532186048156,0.020833471040576867
14,ADM,2021-01-25,-0.0712462302000004,0.99865603,-0.07115047772244097,0.0151553687158853,-0.07115102634136951,-0.07115157496029803,-0.07115212357922657,-0.0711526721981551,-0.07115322081708363,-0.07115376943601216
15,ADM,2021-01-26,-0.2052022934393676,0.9376631,-0.1924106141422406,0.0152963140817914,-0.19241278488737057,-0.19241495563250058,-0.19241712637763056,-0.19241929712276054,-0.19242146786789055,-0.19242363861302053
16,ADM,2021-01-27,0.1030488642194257,0.8909,0.09180623476445228,0.0176313690197138,0.09180114609876897,0.09179605743308565,0.09179096876740234,0.09178588010171902,0.09178079143603571,0.0917757027703524
17,ADM,2021-01-28,-0.0681814480038781,-1.0,0.0681814480038781,0.0181124911282484,0.06813149065219497,0.06808153330051182,0.0680315759488287,0.06798161859714556,0.06793166124546242,0.06788170389377929
18,ADM,2021-01-29,0.032563214335027,0.73708624,0.024001897101795632,0.0181808199205873,0.023956658302093054,0.023911419502390476,0.023866180702687898,0.02382094190298532,0.023775703103282742,0.023730464303580164
19,ADM,2021-02-01,0.0319619878018565,-1.0,-0.0319619878018565,0.0179599214805763,-0.03200744818971037,-0.032052908577564244,-0.032098368965418116,-0.03214382935327199,-0.03218928974112586,-0.03223475012897973
20,ADM,2021-02-02,0.0348665300270553,-1.0,-0.0348665300270553,0.0177338105859763,-0.034866865437049734,-0.03486720084704416,-0.03486753625703859,-0.03486787166703302,-0.03486820707702745,-0.03486854248702188
21,ADM,2021-02-03,0.0754932238149191,-1.0,-0.0754932238149191,0.0175192114158425,-0.07549355015651228,-0.07549387649810546,-0.07549420283969864,-0.07549452918129182,-0.075494855522885,-0.07549518186447818
22,ADM,2021-02-04,0.0531450061378671,-1.0,-0.0531450061378671,0.0176038294893307,-0.053145135766946516,-0.053145265396025924,-0.05314539502510534,-0.053145524654184755,-0.05314565428326416,-0.05314578391234358
23,ADM,2021-02-05,0.0236688626751958,-1.0,-0.0236688626751958,0.0174768506525516,-0.023669057669545097,-0.02366925266389439,-0.023669447658243685,-0.02366964265259298,-0.023669837646942277,-0.02367003264129157
24,ADM,2021-02-08,0.0566352779348041,0.9797745,0.05548979971058256,0.0172076300123611,0.055435865633318614,0.05538193155605466,0.05532799747879072,0.055274063401526775,0.055220129324262825,0.05516619524699888
25,ADM,2021-02-09,-0.0013530246078171,-1.0,0.0013530246078171,0.0170917657136679,0.0012984814602324134,0.0012439383126477265,0.0011893951650630398,0.001134852017478353,0.001080308869893666,0.0010257657223089794
