date,ticker,close,srs,daily_returns,daily_vol,target_returns,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96,day_of_week,day_of_month,week_of_year,month_of_year,year,date,cp_rl_21,cp_score_21
2017-02-02,PEP,104.03,104.03,0.009901951266867215,0.007644714063087263,0.08554677474555,1.2952677085306683,-0.1691147793941972,-0.41390259890546305,-0.4325270552993669,0.4432286835072187,-0.2510022098954015,-0.8072732770123503,-0.602762957281438,3,2,5,2,2017,2017-02-02,0.6542944985744238,0.7861623177182082
2017-02-03,PEP,105.11,105.11,0.01038162068634052,0.007743950780697335,-0.041791395112813406,1.340610365476221,0.06987674746682682,-0.243939429623813,-0.3512131225271383,0.6448223471718513,-0.09436238565830805,-0.7277735446023414,-0.5767437605236512,4,3,5,2,2017,2017-02-03,0.7124508668043164,0.7087575902276098
2017-02-06,PEP,104.57,104.57,-0.00513747502616313,0.007680298776332264,0.0815732650569442,-0.6689160377451535,-0.037988497208374584,-0.3169125378488828,-0.4366065227361031,0.6110229474017518,-0.013319707951138102,-0.6825044386520948,-0.5667463326838578,0,6,6,2,2017,2017-02-06,0.17704690774458193,0.826287589217781
2017-02-07,PEP,105.61,105.61,0.00994549105862097,0.0077531821426476116,0.006154668798276517,1.28276246780199,0.28264030320541345,-0.030715176816279305,-0.2688245308614489,0.6740227755523692,0.1628658978941224,-0.5747097185824641,-0.5203668946390987,1,7,6,2,2017,2017-02-07,0.22638943774333023,0.8924872464413389
2017-02-08,PEP,105.69,105.69,0.0007575040242400188,0.0076251214687809155,0.02188653931444514,0.09934320749399506,0.6168448954536588,-0.19618476813645874,-0.27945988628860713,0.6228823478278284,0.3236249544280776,-0.47850603872406494,-0.48124775877799714,2,8,6,2,2017,2017-02-08,0.34694634481102393,0.8689105024797895
2017-02-09,PEP,105.97,105.97,0.0026492572618033172,0.007508684783922136,0.010291916987897574,0.35282573953244134,1.140024150765259,-0.42441341467432436,-0.3107327244955946,0.7176018155786399,0.5116041151840492,-0.3873211872516554,-0.4525913507066086,3,9,6,2,2017,2017-02-09,0.9573616821322763,0.8710573141061237
2017-02-10,PEP,106.1,106.1,0.0012267622912145448,0.007385403409830979,0.03376442930190924,0.1661063347713081,1.2450390836081624,-0.18291783067033304,-0.2646474936744482,0.8098219747943445,0.6792936589535757,-0.2766263473387448,-0.40340602320684327,4,10,6,2,2017,2017-02-10,0.5547397888843093,0.6105636665076967
2017-02-13,PEP,106.52,106.52,0.00395852968897259,0.007287965150595964,0.032458038861991896,0.5431597993644202,1.3759781191524558,0.5474962266161874,-0.233017722135859,0.7047204108442922,0.8318972045824502,-0.13983296476870669,-0.3266046935547587,0,13,7,2,2017,2017-02-13,0.41236593336647603,0.574708345347373
2017-02-14,PEP,106.92,106.92,0.0037551633496057946,0.007188007406989702,-0.01557348699426393,0.522420628831605,1.6053738875990098,0.6335668251984563,-0.20519618062011108,0.7394990578002786,0.9829581947768963,0.0011137470895409213,-0.2446713645171766,1,14,7,2,2017,2017-02-14,0.4604066100211886,0.5287207048101427
2017-02-15,PEP,106.73,106.73,-0.0017770295548072967,0.007084687529604576,0.1157996695312091,-0.25082680744657765,1.3684127307614016,0.9366021681818714,-0.14786792974129534,0.641301431077932,1.0912019183161703,0.11498046488156455,-0.17857438473122741,2,15,7,2,2017,2017-02-15,0.5080484912975436,0.519634478967729
2017-02-16,PEP,108.12,108.12,0.013023517286611108,0.007308102656989794,0.002391719850459134,1.7820654549994366,1.5636099581217962,1.0612839430223362,-0.03933403431920616,0.7354742611821342,1.2790128851415479,0.281237763573985,-0.07865401650492655,3,16,7,2,2017,2017-02-16,0.761221319348259,0.579682933441997
2017-02-17,PEP,108.15,108.15,0.0002774694783573839,0.007188992589267116,0.09803711899971317,0.03859643404997175,1.7170012179381706,1.1096445958186791,-0.014877905529297141,0.7541198868126191,1.4187556201399045,0.4248205394643801,0.010738774819493554,4,17,7,2,2017,2017-02-17,0.3501476441343204,0.6960067972470425
2017-02-21,PEP,109.36,109.36,0.011188164586222848,0.007297679851622699,0.0039466301142282376,1.5331125527156508,1.7725927631639338,1.3149422760562903,0.13429815679205667,0.8202497093385833,1.5944000885296818,0.5926540732526384,0.11717348267963057,1,21,8,2,2017,2017-02-21,0.3813159700919623,0.6553604252560705
2017-02-22,PEP,109.41,109.41,0.00045720555961947795,0.00717925534503345,0.01042573456322397,0.06368425938990581,1.578082180610311,1.4030819207388825,0.1666634829848069,0.8700412540152936,1.722351516955153,0.7369985564777549,0.21196768423089812,2,22,8,2,2017,2017-02-22,0.4291730533070213,0.6826259874422795
2017-02-23,PEP,109.54,109.54,0.0011881912073852252,0.00706069327854797,0.02361987772674406,0.16828251285114262,1.4256140863839688,1.2703048913214003,0.1941487200954166,0.8825133207301489,1.8007807394929383,0.8570877183515325,0.2966990088482494,3,23,8,2,2017,2017-02-23,0.477178135584601,0.7211808725516413
2017-02-24,PEP,109.83,109.83,0.00264743472704021,0.006947524415889575,-0.04623136233427028,0.3810615938225857,1.5673196258711601,1.223167538310662,0.2040080127051085,0.8250210945696552,1.85352378669937,0.9620949839642214,0.3750523163667869,4,24,8,2,2017,2017-02-24,0.5241991451814952,0.7678196085383407
2017-02-27,PEP,109.27,109.27,-0.005098789037603635,0.006933177458586391,0.09229739612354541,-0.7354187986763618,1.550450223792295,1.3853004759079723,0.1655603262573758,1.0077983518525508,1.8658176717664299,1.0454068703954216,0.4413415987643775,0,27,9,2,2017,2017-02-27,0.5720176728660976,0.7457928230212867
2017-02-28,PEP,110.38,110.38,0.01015832341905365,0.00700430049556656,-0.052961213409634014,1.4502980598110347,2.0773910374283595,1.4453889136156757,0.346825609558335,1.1547738503391383,1.9063737847928715,1.137794853349514,0.5139769599949658,1,28,9,2,2017,2017-02-28,0.6195383973437015,0.7170884251577331
