,identifier,time,returns,position,captured_returns,daily_vol,captured_returns_0_5_bps,captured_returns_1_0_bps,captured_returns_1_5_bps,captured_returns_2_0_bps,captured_returns_2_5_bps,captured_returns_3_0_bps
0,ADM,2022-01-03,0.0936099269032649,0.08050098,0.007535691106354469,0.0124894283233284,0.007535691106354469,0.007535691106354469,0.007535691106354469,0.007535691106354469,0.007535691106354469,0.007535691106354469
1,ADM,2022-01-04,-0.0388998052345743,0.029091468,-0.0011316524423339992,0.012646020401163,-0.0011336108110937284,-0.0011355691798534573,-0.0011375275486131865,-0.0011394859173729157,-0.0011414442861326446,-0.0011434026548923738
2,ADM,2022-01-05,0.0445551873797282,0.09330183,0.00415708063774828,0.0125702487181431,0.004154660725291215,0.004152240812834151,0.0041498209003770865,0.004147400987920023,0.004144981075462958,0.004142561163005894
3,ADM,2022-01-06,0.0432180097103594,0.037782647,0.0016328907926396524,0.0124238266647185,0.0016308208278806805,0.0016287508631217086,0.0016266808983627368,0.001624610933603765,0.001622540968844793,0.0016204710040858212
4,ADM,2022-01-07,0.0088248548948052,0.03714477,0.00032779719637714513,0.0122703164858377,0.0003277906109796207,0.00032778402558209625,0.00032777744018457175,0.0003277708547870473,0.00032776426938952287,0.00032775768399199843
5,ADM,2022-01-10,0.0410540538501844,0.06418545,0.0026350728382163856,0.0120682095681266,0.002633990276903326,0.002632907715590266,0.0026318251542772064,0.0026307425929641467,0.002629660031651087,0.002628577470338027
6,ADM,2022-01-11,-0.0045031626489132,0.040088072,-0.0001805231103849183,0.0119087849044997,-0.000181445483162582,-0.00018236785594024567,-0.00018329022871790935,-0.00018421260149557303,-0.0001851349742732367,-0.00018605734705090039
7,ADM,2022-01-12,0.0366105494037879,0.07223159,0.002644438221587738,0.0117283981290275,0.002643118921882699,0.0026417996221776603,0.0026404803224726213,0.0026391610227675826,0.0026378417230625436,0.002636522423357505
8,ADM,2022-01-13,0.0499558468441421,0.03599875,0.0017983480654609166,0.0115606040159849,0.0017969095441837356,0.0017954710229065546,0.0017940325016293735,0.0017925939803521925,0.0017911554590750115,0.0017897169377978305
9,ADM,2022-01-14,-0.0215678932469948,0.02521074,-0.0005437425499621074,0.0114298464900768,-0.000544171644783262,-0.0005446007396044167,-0.0005450298344255713,-0.0005454589292467259,-0.0005458880240678805,-0.0005463171188890352
10,ADM,2022-01-18,-0.0211073813926849,0.07010025,-0.0014796326673018102,0.0113063487515503,-0.0014815198368491956,-0.001483407006396581,-0.0014852941759439663,-0.0014871813454913516,-0.001489068515038737,-0.0014909556845861224
11,ADM,2022-01-19,-0.1674635799203191,0.06597503,-0.011048415169138045,0.0111790131024159,-0.01104855614609442,-0.011048697123050797,-0.011048838100007171,-0.011048979076963547,-0.011049120053919923,-0.0110492610308763
12,ADM,2022-01-20,0.0036821428262897,0.067288384,0.0002477654398546607,0.0124168924338077,0.00024753743915128303,0.00024730943844790534,0.00024708143774452765,0.00024685343704114996,0.0002466254363377723,0.0002463974356343946
13,ADM,2022-01-21,-0.0261880591841719,0.016192395,-0.00042404740488041553,0.0122121795567894,-0.00042598124987895235,-0.0004279150948774892,-0.000429848939876026,-0.0004317827848745628,-0.0004337166298730996,-0.0004356504748716364
14,ADM,2022-01-24,-0.0167461547048335,0.04468616,-0.0007483213649638911,0.0120655329099742,-0.000749444722310236,-0.0007505680796565808,-0.0007516914370029257,-0.0007528147943492706,-0.0007539381516956154,-0.0007550615090419603
15,ADM,2022-01-25,0.3021732725510921,0.045374554,0.013710977367152223,0.0118916661637837,0.013710924433844212,0.0137108715005362,0.013710818567228188,0.013710765633920177,0.013710712700612165,0.013710659767304154
16,ADM,2022-01-26,0.109024280792749,-0.19439915,-0.02119422732203914,0.015430349161196,-0.021201982280749803,-0.021209737239460468,-0.02121749219817113,-0.021225247156881795,-0.021233002115592457,-0.021240757074303118
17,ADM,2022-01-27,0.0925995091181083,-0.083031684,-0.007688693194487342,0.0157694151543414,-0.007692157773422941,-0.007695622352358541,-0.00769908693129414,-0.00770255151022974,-0.007706016089165339,-0.007709480668100939
18,ADM,2022-01-28,-0.0480044932184987,-0.043565203,0.0020913254681848214,0.0159019164867788,0.002090132166988216,0.0020889388657916105,0.002087745564595005,0.0020865522633983996,0.002085358962201794,0.0020841656610051888
19,ADM,2022-01-31,0.0279745005731691,0.05606057,0.0015682664818239148,0.0159129974790943,0.0015653076993551764,0.001562348916886438,0.0015593901344176995,0.0015564313519489611,0.0015534725694802227,0.0015505137870114843
20,ADM,2022-02-01,0.0617738216017457,0.021884622,0.001351896738481145,0.0156615147772932,0.00135089249069568,0.001349888242910215,0.0013488839951247501,0.001347879747339285,0.0013468754995538202,0.001345871251768355
21,ADM,2022-02-02,-0.053910824158226,-0.002208352,0.00011905408114566048,0.0155412230115148,0.00011832676091883978,0.0001175994406920191,0.0001168721204651984,0.00011614480023837771,0.00011541748001155703,0.00011469015978473633
22,ADM,2022-02-03,0.0021339949756666,0.06576236,0.000140336553028575,0.0156042390322182,0.00013827830622593676,0.00013622005942329852,0.0001341618126206603,0.00013210356581802205,0.00013004531901538382,0.00012798707221274558
23,ADM,2022-02-04,0.0146292027242885,0.041963916,0.0006138986382470594,0.0153564061312065,0.0006131985886705377,0.000612498539094016,0.0006117984895174943,0.0006110984399409726,0.0006103983903644509,0.0006096983407879292
24,ADM,2022-02-07,0.0389769694129847,0.035651095,0.0013895716475982704,0.0151025652526719,0.001389395862690134,0.001389220077781998,0.0013890442928738615,0.0013888685079657254,0.001388692723057589,0.0013885169381494529
